#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
15404802	123922	123922	123922	PF10300,PF13181,PF13414	PTHR23083,PTHR23083:SF441			K16474	GO:0005515	AT2G06210.1	ELF8,VIP6	binding
15404805	123924	123924	123924	PF00168,PF08372	PTHR10024,PTHR10024:SF201				GO:0005515	AT3G57880.1		Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein
15404810	123928	123928	123928	PF00005	PTHR24220,PTHR24220:SF85			K09013	GO:0016887,GO:0005524	AT3G10670.1	ATNAP7,NAP7	non-intrinsic ABC protein 7
15404823	123930	123930	123930	PF05033,PF00856	PTHR22884,PTHR22884:SF299		2.1.1.43	K11419	GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0005515	AT2G23740.2		nucleic acid binding;sequence-specific DNA binding transcription factors;zinc ion binding
15404826	123932	123932	123932	PF04263	PTHR13622,PTHR13622:SF7		2.7.6.2	K00949	GO:0009229,GO:0005524,GO:0004788	AT1G02880.3	TPK1	thiamin pyrophosphokinase1
15404827	123936	123936	123936	PF00005,PF00664	PTHR24221,PTHR24221:SF205		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	AT2G47000.1	ABCB4,ATPGP4,MDR4,PGP4	ATP binding cassette subfamily B4
15404846	123940	123940	123940	PF00135	PTHR23024,PTHR23024:SF211	KOG1515	3.1.1.1			AT5G14310.1	AtCXE16,CXE16	carboxyesterase 16
15404874	123957	123957	123957	PF15749	PTHR15863,PTHR15863:SF2					AT1G71760.2		
15404898	123969	123969	123969	PF04265,PF04263	PTHR13622,PTHR13622:SF7	KOG3153	2.7.6.2	K00949	GO:0030975,GO:0009229,GO:0005524,GO:0004788	AT1G02880.1	TPK1	thiamin pyrophosphokinase1
15404715	12397	12397	12397	PF06723	PTHR19375,PTHR19375:SF219			K09490	GO:0000902	AT1G09080.2	BIP3	Heat shock protein 70 (Hsp 70) family protein
15404920	123970	123970	123970	PF00240	PTHR10666	KOG4495			GO:0005515	AT5G57860.3		Ubiquitin-like superfamily protein
15404922	123971	123971	123971	PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12	K15083	GO:0016787,GO:0005524,GO:0003677	AT1G05120.1		Helicase protein with RING/U-box domain
15404926	123974	123974	123974	PF02458	PTHR31642		2.3.1.188	K15400	GO:0016747	AT5G41040.1		HXXXD-type acyl-transferase family protein
15404927	123976	123976	123976	PF05664	PTHR31280,PTHR31280:SF4					AT2G25800.1		Protein of unknown function (DUF810)
15404958	123989	123989	123989	PF03199	PTHR11130		6.3.2.3	K01920	GO:0006750,GO:0005524,GO:0004363	AT5G27380.1	GSH2,GSHB	glutathione synthetase 2
15404979	123993	123993	123993	PF01490	PTHR22950,PTHR22950:SF3	KOG1303		K13946		AT2G21050.1	LAX2	like AUXIN RESISTANT 2
15423121	124000	124000	124000	PF00067	PTHR24296	KOG0157	1.14.15.3	K15402	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G23190.1	CYP86B1	cytochrome P450, family 86, subfamily B, polypeptide 1
15423122	124004	124004	124004	PF02493,PF01504	PTHR23086,PTHR23086:SF42	KOG0229	2.7.1.68	K00889	GO:0046488,GO:0016307	AT3G09920.3	PIP5K9	phosphatidyl inositol monophosphate 5 kinase
15423137	124011	124011	124011	PF12708	PTHR31339,PTHR31339:SF9					AT3G62110.1		Pectin lyase-like superfamily protein
15423164	124022	124022	124022	PF03018	PTHR21495					AT5G42500.1		Disease resistance-responsive (dirigent-like protein) family protein
15423188	124032	124032	124032	PF13041,PF01535	PTHR24015					AT5G66520.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15423212	124046	124046	124046	PF01535	PTHR24015					AT4G02750.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15423276	124067	124067	124067	PF00439	PTHR22881,PTHR22881:SF16			K11723	GO:0005515	AT1G20670.1		DNA-binding bromodomain-containing protein
15423278	124069	124069	124069	PF07534	PTHR23354,PTHR23354:SF74					AT2G05590.2		TLD-domain containing nucleolar protein
15423300	124083	124083	124083	PF13812,PF01535	PTHR24015					AT4G02750.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15401665	124123	124123	124123	PF08609,PF13646	PTHR19316,PTHR19316:SF17	KOG2160		K09562		AT3G09350.1	Fes1A	Fes1A
15401744	124154	124154	124154	PF00307,PF00225	PTHR24115,PTHR24115:SF512	KOG0239	3.6.4.5	K10406	GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G44730.1	ATKP1,KP1	kinesin-like protein 1
15401749	124157	124157	124157									
15402369	124205	124205	124205	PF08100,PF00891	PTHR11746			K13066	GO:0046983,GO:0008171	AT5G54160.1	ATOMT1,OMT1	O-methyltransferase 1
15402494	124258	124258	124258	PF12796	PTHR24193,PTHR24193:SF83					AT5G12320.1		ankyrin repeat family protein
15402512	124260	124260	124260	PF07714	PTHR24349	KOG0032	2.7.11.1		GO:0006468,GO:0004672	AT1G61950.1	CPK19	calcium-dependent protein kinase 19
15405342	12427	12427	12427	PF00201	PTHR11926	KOG1192			GO:0016758,GO:0008152	AT4G01070.1	GT72B1,UGT72B1	UDP-Glycosyltransferase superfamily protein
15402550	124285	124285	124285		PTHR24096,PTHR24096:SF149		6.2.1.12			AT3G21240.1	4CL2,AT4CL2	4-coumarate:CoA ligase 2
15403125	124314	124314	124314	PF00067	PTHR24298	KOG0156	1.14.13.21		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G07990.1	CYP75B1,D501,TT7	Cytochrome P450 superfamily protein
15403145	124329	124329	124329	PF01397,PF03936	PTHR31739,PTHR31739:SF4			K04120	GO:0016829,GO:0010333,GO:0008152,GO:0000287	AT4G02780.1	ABC33,ATCPS1,CPS,CPS1,GA1	Terpenoid cyclases/Protein prenyltransferases superfamily protein
15403170	124335	124335	124335	PF13906	PTHR11785,PTHR11785:SF411				GO:0016020,GO:0015171,GO:0003333	AT1G58030.1	CAT2	cationic amino acid transporter 2
15403194	124341	124341	124341	PF07714	PTHR24349	KOG0032	2.7.11.1		GO:0006468,GO:0004672	AT1G76040.2	CPK29	calcium-dependent protein kinase 29
15403257	124363	124363	124363	PF00067	PTHR24298		1.14.13.21		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G22690.1	CYP706A1	cytochrome P450, family 706, subfamily A, polypeptide 1
15405409	12440	12440	12440	PF00067	PTHR24298	KOG0156	1.14.13.21		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G07990.1	CYP75B1,D501,TT7	Cytochrome P450 superfamily protein
15403828	124407	124407	124407	PF01535,PF13041	PTHR24015					AT4G13650.1		Pentatricopeptide repeat (PPR) superfamily protein
15403831	124408	124408	124408	PF01535,PF13041	PTHR24015					AT1G12775.1		Pentatricopeptide repeat (PPR) superfamily protein
15403915	124441	124441	124441		PTHR11606,PTHR11606:SF12		1.4.1.2			AT5G07440.1	GDH2	glutamate dehydrogenase 2
15403918	124442	124442	124442	PF00891	PTHR11746,PTHR11746:SF106				GO:0008171	AT5G54160.1	ATOMT1,OMT1	O-methyltransferase 1
15403983	124462	124462	124462	PF01416	PTHR11142,PTHR11142:SF4	KOG2553	5.4.99.12,4.2.1.70	K06173	GO:0009982,GO:0009451,GO:0003723,GO:0001522	AT1G20370.1		Pseudouridine synthase family protein
15403987	124466	124466	124466		PTHR35754					AT5G10320.1		
15403989	124468	124468	124468	PF01063	PTHR11825,PTHR11825:SF46	KOG0975	2.6.1.42	K00826	GO:0008152,GO:0003824	AT5G65780.1	ATBCAT-5	branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)
15405418	12447	12447	12447	PF00067	PTHR24298	KOG0156	1.14.13.88		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G07990.1	CYP75B1,D501,TT7	Cytochrome P450 superfamily protein
15404022	124475	124475	124475	PF03031	PTHR12210,PTHR12210:SF55			K17496		AT1G55900.2	emb1860,TIM50	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
15404051	124489	124489	124489		PTHR20931							
15405435	12450	12450	12450	PF00067	PTHR24298	KOG0156	1.14.13.88		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G07990.1	CYP75B1,D501,TT7	Cytochrome P450 superfamily protein
15404619	124507	124507	124507	PF04117	PTHR11266,PTHR11266:SF35	KOG1944		K13348	GO:0016021	AT3G24570.1		Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
15404654	124520	124520	124520	PF10247	PTHR28525,PTHR28525:SF1					AT3G07910.1		
15404678	124535	124535	124535	PF04921	PTHR12722			K13119	GO:0005634	AT2G21150.1	XCT	XAP5 family protein
15404681	124537	124537	124537	PF00067	PTHR24298,PTHR24298:SF51		1.14.13.21		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G07990.1	CYP75B1,D501,TT7	Cytochrome P450 superfamily protein
15404702	124545	124545	124545	PF00067	PTHR24298				GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G25130.1	CYP71B12	cytochrome P450, family 71, subfamily B, polypeptide 12
15404750	124561	124561	124561	PF15054	PTHR33528,PTHR33528:SF3					AT2G35736.1		
15404756	124564	124564	124564	PF13041,PF01535	PTHR24015					AT5G16860.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15404758	124565	124565	124565	PF08263,PF00560	PTHR27000				GO:0005515	AT4G37250.1		Leucine-rich repeat protein kinase family protein
15404789	124576	124576	124576	PF13812,PF01535,PF13041	PTHR24015					AT5G27110.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15404807	124581	124581	124581	PF01842	PTHR31096,PTHR31096:SF22		2.7.7.59		GO:0016597,GO:0008152	AT1G76990.1	ACR3	ACT domain repeat 3
15404830	124593	124593	124593	PF03810,PF13513	PTHR10527,PTHR10527:SF19			K14293	GO:0008536,GO:0006886	AT5G53480.1		ARM repeat superfamily protein
15405475	124621	124621	124621	PF07168	PTHR31081,PTHR31081:SF2				GO:0071705,GO:0016021	AT2G03530.1	ATUPS2,UPS2	ureide permease 2
15405521	124642	124642	124642	PF13371,PF13414	PTHR20931	KOG4340						
15405570	124666	124666	124666	PF05739,PF00804	PTHR19957,PTHR19957:SF131	KOG0810		K08486	GO:0005515,GO:0016020	AT3G03800.1	ATSYP131,SYP131	syntaxin of plants 131
15406380	124779	124779	124779									
15406415	124792	124792	124792	PF02493	PTHR23084		2.7.1.68			AT3G09920.1	PIP5K9	phosphatidyl inositol monophosphate 5 kinase
15406951	124813	124813	124813	PF01926,PF01018	PTHR11702,PTHR11702:SF3				GO:0005525,GO:0003924,GO:0000287	AT1G07615.1		GTP-binding protein Obg/CgtA
15407045	124867	124867	124867	PF05773	PTHR12292	KOG4018			GO:0005515	AT1G51730.1		Ubiquitin-conjugating enzyme family protein
15407096	124882	124882	124882	PF00227	PTHR11599,PTHR11599:SF59	KOG0179	3.4.25.1	K02732	GO:0051603,GO:0005839,GO:0004298	AT3G60820.1	PBF1	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
15407705	124919	124919	124919	PF00664,PF00005	PTHR24223	KOG0058	3.6.3.44		GO:0055085,GO:0042626,GO:0016021,GO:0006810,GO:0005524,GO:0016887	AT3G60970.1	ATMRP15,MRP15	multidrug resistance-associated protein 15
15407726	124924	124924	124924	PF07714	PTHR27000	KOG1187	2.7.11.1	K04733	GO:0006468,GO:0004672	AT5G63930.1		Leucine-rich repeat protein kinase family protein
15407729	124927	124927	124927	PF01535,PF13041	PTHR24015					AT1G11290.1	CRR22	Pentatricopeptide repeat (PPR) superfamily protein
15407773	124944	124944	124944	PF01412	PTHR23180,PTHR23180:SF275	KOG0706		K12493	GO:0005096	AT4G17890.1	AGD8	ARF-GAP domain 8
15407821	124961	124961	124961	PF12325	PTHR13140,PTHR13140:SF447					AT1G79830.2	GC5	golgin candidate 5
15407872	124989	124989	124989	PF03321	PTHR31901					AT4G03400.1	DFL2,GH3-10	Auxin-responsive GH3 family protein
15403731	125006	125006	125006	PF00153	PTHR24089,PTHR24089:SF266	KOG0759		K15104		AT5G19760.1		Mitochondrial substrate carrier family protein
15403750	125022	125022	125022		PTHR11139,PTHR11139:SF72		2.7.11.1			AT3G48190.1	ATATM,ATM	ataxia-telangiectasia mutated
15403751	125024	125024	125024	PF02260,PF00454	PTHR11139,PTHR11139:SF72		2.7.11.1	K04728	GO:0005515,GO:0016773	AT3G48190.1	ATATM,ATM	ataxia-telangiectasia mutated
15403782	125041	125041	125041	PF00583,PF00696	PTHR30602,PTHR30602:SF4	KOG2436	2.3.1.1	K14682	GO:0008080	AT2G22910.1	NAGS1	N-acetyl-l-glutamate synthase 1
15403830	125064	125064	125064	PF13851	PTHR31543				GO:0048870,GO:0031514			
15403834	125066	125066	125066	PF02225,PF05922,PF00082	PTHR10795,PTHR10795:SF328		3.4.14.10		GO:0006508,GO:0004252	AT5G59810.1	ATSBT5.4,SBT5.4	Subtilase family protein
15403864	125074	125074	125074	PF05091	PTHR12399			K03251	GO:0005852,GO:0005737,GO:0003743	AT4G20980.2		Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
15403866	125075	125075	125075	PF00832	PTHR19970	KOG0002		K02924	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT4G31985.1		Ribosomal protein L39 family protein
15403883	125080	125080	125080	PF03106	PTHR31221,PTHR31221:SF1				GO:0043565,GO:0006355,GO:0003700	AT2G38470.1	ATWRKY33,WRKY33	WRKY DNA-binding protein 33
15406105	12509	12509	12509	PF00201	PTHR11926				GO:0016758,GO:0008152	AT2G31790.1		UDP-Glycosyltransferase superfamily protein
15404488	125113	125113	125113	PF05922	PTHR10795,PTHR10795:SF395		3.4.21.25			AT4G10550.3		Subtilase family protein
15404489	125114	125114	125114	PF13041,PF13812,PF01535	PTHR24015					AT2G29760.1	OTP81	Tetratricopeptide repeat (TPR)-like superfamily protein
15404536	125134	125134	125134	PF01535,PF13041	PTHR24015					AT5G48730.1		Pentatricopeptide repeat (PPR) superfamily protein
15404561	125145	125145	125145	PF03321	PTHR31901					AT4G03400.1	DFL2,GH3-10	Auxin-responsive GH3 family protein
15404586	125156	125156	125156	PF01535	PTHR24015					AT2G35030.1		Pentatricopeptide repeat (PPR) superfamily protein
15404617	125160	125160	125160	PF01535	PTHR24015,PTHR24015:SF379					AT2G35030.1		Pentatricopeptide repeat (PPR) superfamily protein
15404677	125190	125190	125190		PTHR31723					AT1G78780.2		pathogenesis-related family protein
15404680	125193	125193	125193	PF01535	PTHR24015					AT5G56310.1		Pentatricopeptide repeat (PPR) superfamily protein
15405316	125221	125221	125221	PF01535	PTHR24015,PTHR24015:SF379					AT2G35030.1		Pentatricopeptide repeat (PPR) superfamily protein
15405364	125245	125245	125245	PF07137	PTHR33970,PTHR33970:SF1		1.10.99.3	K09839	GO:0055114,GO:0046422,GO:0009507	AT1G08550.1	AVDE1,NPQ1	non-photochemical quenching 1
15405401	125253	125253	125253	PF04116	PTHR31899,PTHR31899:SF1		1.14.13.129	K15746	GO:0055114,GO:0016491,GO:0006633,GO:0005506	AT4G25700.1	B1,BCH1,BETA-OHASE 1,chy1	beta-hydroxylase 1
15405406	125257	125257	125257				1.4.1.14			AT5G53460.2	GLT1	NADH-dependent glutamate synthase 1
15405458	125279	125279	125279	PF00637	PTHR12616				GO:0016192,GO:0006886	AT1G08190.1	ATVAM2,ATVPS41,VAM2,VPS41,ZIP2	vacuolar protein sorting 41
15406155	125344	125344	125344	PF07137	PTHR33970,PTHR33970:SF1		1.10.99.3	K09839	GO:0055114,GO:0046422,GO:0009507	AT1G08550.2	AVDE1,NPQ1	non-photochemical quenching 1
15406867	125424	125424	125424	PF00085	PTHR10438,PTHR10438:SF297	KOG0907	5.3.4.1	K03671	GO:0045454,GO:0015035,GO:0006662	AT5G04260.1	WCRKC2	WCRKC thioredoxin 2
15406878	125433	125433	125433	PF05992,PF00005	PTHR11384,PTHR11384:SF3	KOG0060	3.6.3.47		GO:0016021,GO:0006810,GO:0005215,GO:0016887,GO:0005524	AT1G54350.1		ABC transporter family protein
15406894	125443	125443	125443	PF03321	PTHR31901			K14487		AT4G03400.1	DFL2,GH3-10	Auxin-responsive GH3 family protein
15406895	125444	125444	125444	PF13812,PF13041,PF01535	PTHR24015					AT2G13600.1		Pentatricopeptide repeat (PPR) superfamily protein
15407648	125554	125554	125554	PF03953,PF00091	PTHR11588,PTHR11588:SF101			K07374	GO:0003924,GO:0007017,GO:0005874	AT1G50010.1	TUA2	tubulin alpha-2 chain
15407728	125582	125582	125582	PF13812,PF01535	PTHR24015					AT1G68930.1		pentatricopeptide (PPR) repeat-containing protein
15408491	125663	125663	125663	PF00187					GO:0008061	AT3G54420.1	ATCHITIV,ATEP3,CHIV,EP3	homolog of carrot EP3-3 chitinase
15408538	125682	125682	125682	PF01529	PTHR22883,PTHR22883:SF19	KOG1315	2.3.1.225	K18932	GO:0008270	AT3G09320.1		DHHC-type zinc finger family protein
15405487	1257	1257	1257	PF08031,PF01565	PTHR13878,PTHR13878:SF5				GO:0055114,GO:0050660,GO:0016491	AT5G44400.1		FAD-binding Berberine family protein
15409228	125724	125724	125724	PF01238	PTHR10309,PTHR10309:SF0	KOG2757	5.3.1.8	K01809	GO:0008270,GO:0005975,GO:0004476,GO:0009298	AT1G67070.1	DIN9,PMI2	Mannose-6-phosphate isomerase, type I
15409232	125729	125729	125729	PF03031	PTHR12210,PTHR12210:SF13	KOG1605	3.1.3.16	K17616		AT5G11860.2	SSP5	SCP1-like small phosphatase 5
15409250	125731	125731	125731	PF13041,PF01535	PTHR24015					AT5G40410.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15409254	125734	125734	125734	PF00170	PTHR22952,PTHR22952:SF125			K09060	GO:0043565,GO:0006355,GO:0003700	AT4G36730.2	GBF1	G-box binding factor 1
15409283	125743	125743	125743	PF01652	PTHR11960,PTHR11960:SF12			K03259	GO:0006413,GO:0005737,GO:0003743,GO:0003723	AT1G29590.1	eIF4E3	Eukaryotic initiation factor 4E protein
15409354	125776	125776	125776	PF05188,PF05192,PF01624,PF00488	PTHR11361,PTHR11361:SF31			K08737	GO:0030983,GO:0006298,GO:0005524	AT3G24495.1	ATMSH7,MSH6-2,MSH7	MUTS homolog 7
15409375	125786	125786	125786	PF00225	PTHR24115		3.6.4.4	K10400	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G19050.1	POK2	phragmoplast orienting kinesin 2
15409388	125790	125790	125790	PF00076	PTHR18847,PTHR18847:SF0	KOG0121		K12883	GO:0003676,GO:0045292,GO:0005846,GO:0000339	AT5G44200.1	ATCBP20,CBP20	CAP-binding protein 20
15409393	125795	125795	125795	PF13812,PF01535	PTHR24015					AT2G13600.1		Pentatricopeptide repeat (PPR) superfamily protein
15409394	125797	125797	125797	PF14497,PF02798	PTHR11260	KOG0406	2.5.1.18	K00799	GO:0005515	AT1G78340.1	ATGSTU22,GSTU22	glutathione S-transferase TAU 22
15409982	125812	125812	125812	PF01535	PTHR24015					AT3G46790.1	CRR2	Tetratricopeptide repeat (TPR)-like superfamily protein
15409986	125817	125817	125817	PF13855	PTHR27000,PTHR27000:SF210	KOG0531			GO:0005515	AT1G80080.1	AtRLP17,TMM	Leucine-rich repeat (LRR) family protein
15410006	125820	125820	125820	PF11998	PTHR35498,PTHR35498:SF1					AT4G28740.1		
15410010	125827	125827	125827		PTHR21737,PTHR21737:SF3					AT2G41020.1		WW domain-containing protein
15410037	125835	125835	125835	PF02782,PF00370	PTHR10196,PTHR10196:SF57		2.7.1.17	K00854	GO:0016773,GO:0005975	AT5G49650.1	XK-2,XK2	xylulose kinase-2
15410039	125836	125836	125836	PF13041,PF12854	PTHR24015					AT1G62670.1	RPF2	rna processing factor 2
15410040	125838	125838	125838	PF01535	PTHR24015,PTHR24015:SF379					AT5G09950.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15410130	125873	125873	125873	PF04749	PTHR15907,PTHR15907:SF35					AT2G45010.1		PLAC8 family protein
15410163	125882	125882	125882	PF10664	PTHR36900,PTHR36900:SF1				GO:0055114,GO:0016655	AT4G37925.1	NDH-M	subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex
15410170	125887	125887	125887	PF09768	PTHR21711,PTHR21711:SF0	KOG3314		K18156	GO:0004222	AT3G03420.1		Ku70-binding family protein
15410192	125891	125891	125891	PF05206	PTHR12998,PTHR12998:SF0		2.1.1.225	K15446	GO:0008168,GO:0008033	AT4G01880.1		methyltransferases
15410760	125904	125904	125904	PF03321	PTHR31901			K14487		AT5G54510.1	DFL1,GH3.6	Auxin-responsive GH3 family protein
15410763	125908	125908	125908	PF04042	PTHR10416,PTHR10416:SF0	KOG2732	2.7.7.7	K02328	GO:0006260,GO:0003887,GO:0003677	AT2G42120.1	POLD2	DNA polymerase delta small subunit
15410810	125920	125920	125920	PF09335	PTHR12677,PTHR12677:SF15	KOG3140				AT1G71940.1		SNARE associated Golgi protein family
15406321	12593	12593	12593	PF01764	PTHR21493,PTHR21493:SF131		3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
15410874	125956	125956	125956		PTHR11926,PTHR11926:SF162		2.4.1.203		GO:0016758,GO:0008152	AT2G36970.1		UDP-Glycosyltransferase superfamily protein
15406327	12596	12596	12596	PF01764	PTHR21493,PTHR21493:SF131		3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
15410930	125978	125978	125978	PF13041,PF01535	PTHR24015					AT4G02750.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15410979	125997	125997	125997	PF13812,PF01535	PTHR24015					AT3G57430.1	OTP84	Tetratricopeptide repeat (TPR)-like superfamily protein
15406710	126004	126004	126004	PF00860	PTHR11119,PTHR11119:SF9			K06901	GO:0055085,GO:0016020,GO:0006810,GO:0005215,GO:0006863,GO:0005345	AT3G10960.1	ATAZG1,AZG1	AZA-guanine resistant1
15406842	12604	12604	12604	PF01764	PTHR21493,PTHR21493:SF131		3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
15406843	12605	12605	12605	PF01764	PTHR21493,PTHR21493:SF131		3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
15406814	126062	126062	126062									
15406816	126065	126065	126065	PF05922,PF00082	PTHR10795,PTHR10795:SF328		3.4.14.10		GO:0006508,GO:0004252	AT1G20160.2	ATSBT5.2	Subtilisin-like serine endopeptidase family protein
15406839	126075	126075	126075	PF13041,PF01535	PTHR24015					AT4G30700.1		Pentatricopeptide repeat (PPR) superfamily protein
15407454	126132	126132	126132	PF00443	PTHR24006		3.4.19.12		GO:0036459,GO:0016579	AT2G40930.1	ATUBP5,PDE323,UBP5	ubiquitin-specific protease 5
15407456	126135	126135	126135	PF01535	PTHR24015					AT4G02750.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15407506	126152	126152	126152	PF01535	PTHR24015					AT1G09410.1		pentatricopeptide (PPR) repeat-containing protein
15407556	126179	126179	126179	PF05922,PF00082	PTHR10795,PTHR10795:SF328		3.4.14.10		GO:0006508,GO:0004252	AT1G20160.2	ATSBT5.2	Subtilisin-like serine endopeptidase family protein
15407582	126188	126188	126188	PF13410	PTHR32419,PTHR32419:SF6			K07393		AT4G19880.1		Glutathione S-transferase family protein
15407603	126194	126194	126194	PF13812,PF01535,PF13041	PTHR24015					AT2G33680.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15408189	126203	126203	126203	PF00187,PF00704	PTHR11177,PTHR11177:SF161		3.2.1.14	K01183	GO:0008061,GO:0005975,GO:0004553	AT5G24090.1	ATCHIA,CHIA	chitinase A
15408192	126206	126206	126206	PF00407	PTHR31213				GO:0009607,GO:0006952	AT1G24020.1	MLP423	MLP-like protein 423
15408212	126210	126210	126210	PF01535	PTHR24015,PTHR24015:SF900					AT1G17630.1		Pentatricopeptide repeat (PPR-like) superfamily protein
15408213	126213	126213	126213	PF13833,PF03372	PTHR12121,PTHR12121:SF44	KOG2338				AT5G54130.2		Calcium-binding endonuclease/exonuclease/phosphatase family
15408218	126219	126219	126219	PF03133	PTHR12241,PTHR12241:SF39		1.2.1.24	K16603	GO:0006464	AT1G77550.1		tubulin-tyrosine ligases;tubulin-tyrosine ligases
15408233	126225	126225	126225	PF03016	PTHR11062,PTHR11062:SF47	KOG1021				AT5G41250.1		Exostosin family protein
15408235	126226	126226	126226	PF01583	PTHR11055	KOG0635	2.7.1.25	K00860	GO:0005524,GO:0004020,GO:0000103	AT2G14750.1	AKN1,APK,APK1,ATAKN1	APS kinase
15408267	126235	126235	126235	PF07765	PTHR32258,PTHR32258:SF4					AT2G30500.1		Kinase interacting (KIP1-like) family protein
15408268	126236	126236	126236	PF01764	PTHR21493,PTHR21493:SF110				GO:0006629	AT1G05790.1		lipase class 3 family protein
15408295	126247	126247	126247	PF00201	PTHR11926,PTHR11926:SF279	KOG1192			GO:0016758,GO:0008152	AT4G01070.1	GT72B1,UGT72B1	UDP-Glycosyltransferase superfamily protein
15408319	126257	126257	126257	PF05910	PTHR31972					AT3G04860.1		Plant protein of unknown function (DUF868)
15408338	126260	126260	126260		PTHR12242,PTHR12242:SF3					AT5G62960.1		
15408390	126282	126282	126282	PF00400	PTHR22844,PTHR22844:SF159	KOG0279,KOG0645			GO:0005515	AT1G24530.1		Transducin/WD40 repeat-like superfamily protein
15408393	126285	126285	126285	PF00225	PTHR24115,PTHR24115:SF438		3.6.4.5	K10406	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G44730.1	ATKP1,KP1	kinesin-like protein 1
15408420	126297	126297	126297	PF13515	PTHR31086				GO:0015743	AT3G18440.1	ALMT9,AtALMT9	aluminum-activated malate transporter 9
15409006	126308	126308	126308	PF00252	PTHR11726,PTHR11726:SF15	KOG0857		K02866	GO:0006412,GO:0005840,GO:0003735	AT1G26910.1	RPL10B	Ribosomal protein L16p/L10e family protein
15409035	126315	126315	126315	PF00415	PTHR22870,PTHR22870:SF24	KOG1427				AT3G26100.2		Regulator of chromosome condensation (RCC1) family protein
15409061	126324	126324	126324	PF03031						AT1G29780.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
15409063	126328	126328	126328	PF12695	PTHR23024	KOG1515				AT5G27320.1	ATGID1C,GID1C	alpha/beta-Hydrolases superfamily protein
15409095	126335	126335	126335		PTHR34204,PTHR34204:SF2					AT2G43465.1		RNA-binding ASCH domain protein
15409157	126354	126354	126354	PF13812,PF01535	PTHR24015					AT1G15510.1	ATECB2,ECB2,VAC1	Tetratricopeptide repeat (TPR)-like superfamily protein
15409180	126365	126365	126365	PF00657	PTHR22835				GO:0016788	AT1G71120.1	GLIP6	GDSL-motif lipase/hydrolase 6
15409207	126371	126371	126371	PF01844	PTHR33427				GO:0004519,GO:0003676	AT1G18680.1		HNH endonuclease domain-containing protein
15409210	126374	126374	126374	PF07466	PTHR33975,PTHR33975:SF2					AT1G54520.1		
15409234	126389	126389	126389	PF00069	PTHR13902		2.7.11.1	K08867	GO:0006468,GO:0005524,GO:0004672	AT3G04910.1	ATWNK1,WNK1,ZIK4	with no lysine (K) kinase 1
15409256	126394	126394	126394	PF07719,PF06424	PTHR11246,PTHR11246:SF1			K12855	GO:0005634,GO:0000398	AT4G03430.1	EMB2770,STA1	pre-mRNA splicing factor-related
15409831	126411	126411	126411	PF13812,PF01535,PF13041	PTHR24015					AT2G33760.1		Pentatricopeptide repeat (PPR) superfamily protein
